OBJECTID,AREA_,PERIMETER,CLASS,AREA_ACRES,SHAPEAREA,SHAPELEN
861,29708531.75672,32750.57991,120,682,29708531.44102,32750.57973
862,9297614.46483,14639.6478,123,213,9297614.83046,14639.647774
863,43566599.58649,26812.69986,123,1000,43566599.78193,26812.699851
864,13673164.97256,20505.44333,123,314,13673164.90609,20505.44292
865,19864551.62341,17506.94736,120,456,19864551.75471,17506.94735
866,54493739.46885,33661.12898,120,1251,54493738.75412,33661.128762
867,17371327.93918,16637.02388,124,399,17371328.39552,16637.024378
868,2016045806.75399,584987.04152,134,46282,2016045808.21328,584987.043692
869,28720676.94709,20140.03854,134,659,28720677.80071,20140.038827
870,27607668.86001,22060.08016,123,634,27607668.52265,22060.079784
871,22759562.6276,18747.52657,120,522,22759562.61163,18747.52619
872,50111641.09259,41554.22973,120,1150,50111640.91844,41554.229524
873,50290044.06836,31998.81937,123,1154,50290044.74887,31998.819667
874,21107805.4321,16550.67429,123,485,21107805.20749,16550.673912
875,17553820.61122,17355.50285,123,403,17553821.25632,17355.502512
876,29247443.64677,20180.22987,123,671,29247444.17422,20180.230061
877,27633162.44186,19612.21233,123,634,27633162.71856,19612.212376
878,15875900.35617,14721.56564,123,364,15875900.31574,14721.565603
879,114865519.93513,45351.6924,124,2637,114865520.57255,45351.692331
880,19251150.32947,27658.56147,124,442,19251149.69738,27658.561714
881,5564249.1277,12100.42219,124,128,5564249.3058,12100.422211
882,1373668.29475,4799.71688,151,32,1373668.36769,4799.717251
883,87.84217,48.8759,098,0,87.84156,48.875994
884,49319219.34838,33098.13127,103,1132,49319219.27623,33098.131696
885,510112604.59137,502793.95048,098,11711,510112604.02409,502793.948287
886,1140522255.22952,159804.34466,163,26183,1140522256.48687,159804.344088
887,414097154.0367,235558.04136,007,9506,414097153.67608,235558.042464
888,186870994.99087,116493.70923,004,4290,186870994.77338,116493.708495
889,109134881.39069,121297.19423,006,2505,109134881.27181,121297.194942
890,435980239.85082,194797.35046,013,10009,435980240.61869,194797.349659
891,4180962.60251,10057.07899,003,96,4180962.66188,10057.079425
892,1007105.95916,3885.23422,004,23,1007105.95382,3885.234115
893,476878.68358,2771.34288,013,11,476878.72482,2771.342765
894,1637492.02508,8194.64939,016,38,1637491.95412,8194.649492
895,368177673.15767,238897.13817,013,8452,368177673.34582,238897.136732
896,216147840.68671,103268.687,014,4962,216147840.40854,103268.68665
897,660936.59931,4715.04692,016,15,660936.64641,4715.046811
898,336659595.7769,324830.34198,013,7729,336659596.0115,324830.342812
899,67920435.54965,106585.42743,013,1559,67920435.54559,106585.42844
900,1508530878.44459,902383.3263,090,34631,1508530879.12725,902383.324397
901,95764695.7189,221466.34367,002,2198,95764695.26459,221466.342461
902,18250176.97683,17906.99848,120,419,18250177.53888,17906.998647
903,70385239.8731,63890.17142,123,1616,70385239.72749,63890.171569
904,19810680.15284,22051.07558,134,455,19810680.01893,22051.075846
905,43771969.31579,30372.61186,123,1005,43771969.43763,30372.612336
906,242306891.36735,75854.14579,123,5563,242306891.83441,75854.145756
907,41323010.98848,28080.27162,123,949,41323010.93005,28080.271418
908,306894871.20868,136009.95429,120,7045,306894870.42584,136009.954989
909,428467168.39239,193176.06623,120,9836,428467168.08125,193176.066051
910,2280529692.69793,868748.15061,134,52354,2280529691.70564,868748.151139
911,739270319.43306,217005.3036,120,16971,739270319.99341,217005.302271
912,32858753.80656,33219.24115,123,754,32858753.20576,33219.241157
913,65181222.0055,37329.1276,120,1496,65181222.10866,37329.127797
914,366599498.35006,163934.42405,120,8416,366599495.90377,163934.424564
915,334749906.43868,139707.602,124,7685,334749907.98107,139707.602269
916,44432466.28557,33086.32141,134,1020,44432466.67449,33086.321707
917,20901373.09009,23467.40278,124,480,20901372.72139,23467.402861
918,29479761.2278,21864.16463,120,677,29479760.89209,21864.164685
919,41483786.17678,37290.85039,120,952,41483785.66173,37290.85029
920,67557994.63498,39610.522,120,1551,67557995.31231,39610.521992
921,212078691.87905,98229.45885,134,4869,212078691.67158,98229.458641
922,167077501.88234,96065.24109,124,3836,167077500.78437,96065.241206
923,40898443.95036,25171.70122,124,939,40898443.74224,25171.701236
924,151642992.43674,57204.45167,124,3481,151642992.63703,57204.451806
925,63158660.42082,34114.3502,124,1450,63158660.64817,34114.350096
926,91812119.45071,46674.22924,124,2108,91812118.99595,46674.229313
927,508815647.89831,135388.54887,124,11681,508815649.21136,135388.548151
928,6666315.99115,22700.2742,016,153,6666315.88414,22700.274189
929,2236521.38932,6038.43741,013,51,2236521.38983,6038.437441
930,4271708.54384,11757.7946,018,98,4271708.39821,11757.794473
931,464613.09349,2717.04629,002,11,464613.08383,2717.046257
932,717329.76014,4238.60689,012,16,717329.74108,4238.606698
933,2951081.81546,6763.79142,003,68,2951081.83513,6763.791353
934,1071597.71705,5819.7316,016,25,1071597.66709,5819.7319
935,6586858.07238,14046.69765,016,151,6586858.03185,14046.698081
936,15419863.29617,17183.00342,002,354,15419863.29328,17183.003397
937,2199764.79294,7127.52709,006,50,2199764.84043,7127.527023
938,4184219.25565,9809.67753,017,96,4184219.28399,9809.677337
939,1239055.61712,6207.54839,006,28,1239055.51084,6207.548239
940,2094407.89762,6638.05138,006,48,2094407.93255,6638.051507
941,31387863.76436,36981.15337,003,721,31387864.07673,36981.153625
942,2906532.22058,12072.28009,006,67,2906532.30554,12072.280205
943,634074.09227,4260.65666,003,15,634074.1155,4260.656525
944,384015.36539,2885.49673,003,9,384015.46403,2885.496908
945,474447.95835,2846.08568,003,11,474448.00591,2846.085429
946,17396240.80089,21208.49237,007,399,17396241.08988,21208.492172
947,9149586.23391,13579.38817,015,210,9149586.50542,13579.388553
948,2776037.93421,7316.33801,013,64,2776037.74685,7316.337839
949,1796473.72056,9660.01624,016,41,1796473.62512,9660.016201
950,395742.46492,2475.67245,017,9,395742.44245,2475.672586
951,39074465.92756,76040.84534,020,897,39074465.59841,76040.845851
952,394840795.54563,145234.00535,094,9064,394840796.11955,145234.00563
953,21950204.12884,22410.85748,020,504,21950204.29893,22410.856999
954,183932750.26186,105478.098,095,4222,183932750.89452,105478.097916
955,1074966417.30645,322688.60929,111,24678,1074966417.56399,322688.608752
956,72627118.20843,71361.435,104,1667,72627118.19298,71361.434535
957,1457476171.01259,313016.76433,110,33459,1457476171.61407,313016.765045
958,3359803.85432,7605.24709,002,77,3359804.14039,7605.247425
959,2370303.09752,10553.51434,016,54,2370303.15723,10553.514245
960,682423.84651,3283.43348,006,16,682423.77715,3283.433296
961,61806936.10286,69578.33195,002,1419,61806935.81422,69578.332029
962,14079517.20283,27434.59772,016,323,14079517.37831,27434.597992
963,92652035.72072,58127.53915,017,2127,92652036.73232,58127.53929
964,7340826.71063,20745.8539,013,169,7340826.59652,20745.853971
965,2308789.51249,7492.65368,020,53,2308789.4919,7492.653716
966,30657428.02931,30466.24299,014,704,30657428.12076,30466.242849
967,13990522.96641,25177.21473,012,321,13990522.93173,25177.215118
968,6946456.44005,15825.93926,003,159,6946456.77012,15825.939541
969,78871234.49445,63736.50767,090,1811,78871234.52463,63736.507062
970,2067192.9445,5633.36992,013,47,2067192.98229,5633.369732
971,17480104.20233,22536.04648,151,401,17480103.98782,22536.046532
972,203191900.09579,123233.79319,124,4665,203191900.80038,123233.793041
973,4534454.57295,9654.19643,124,104,4534454.74138,9654.195978
974,6369731.12771,12196.07415,152,146,6369730.94184,12196.073818
975,3180.77743,424.07794,118,0,3180.76395,424.077655
976,2829377719.86292,571119.73401,100,64953,2829377720.21772,571119.733293
977,6135245.81944,14844.60989,179,141,6135245.96915,14844.610537
978,2767108.9158,9995.36419,111,64,2767108.9511,9995.364241
979,2464255.77155,8711.3958,020,57,2464255.76547,8711.395986
980,6364109.44375,15455.23103,007,146,6364109.43442,15455.231019
981,3222243.46568,7834.57035,016,74,3222243.47369,7834.570272
982,1896810.27817,7289.5096,006,44,1896810.48776,7289.509713
983,3607381.1945,13784.17397,017,83,3607381.26027,13784.173969
984,6580173.4537,12335.69633,016,151,6580173.62815,12335.696711
985,22789579.21508,24213.88884,003,523,22789579.2607,24213.889366
986,16317498.33568,41012.60112,016,375,16317498.30813,41012.601086
987,1297082.77879,5320.88159,013,30,1297082.68582,5320.881505
988,8934659.46625,40810.93427,007,205,8934659.63916,40810.934557
989,7360980.3593,15327.4909,016,169,7360980.27701,15327.490736
990,73726947.05457,70171.21218,017,1693,73726946.56797,70171.211315
991,17428911.37881,33579.85241,003,400,17428911.8676,33579.852738
992,18640042.05551,25514.54195,009,428,18640042.11531,25514.541971
993,10691197.89517,23819.78904,007,245,10691198.00622,23819.788844
994,2138168.6067,5830.27032,013,49,2138168.51935,5830.270345
995,12261667.37422,38787.51716,002,281,12261667.50801,38787.516984
996,11908562.84644,15122.92993,002,273,11908562.80461,15122.929878
997,6440100.87204,9984.56908,002,148,6440100.89456,9984.569088
998,7106857.9636,10793.54868,013,163,7106858.04409,10793.548684
999,1522332.56678,5604.76161,009,35,1522332.511,5604.762098
1000,9312843.11436,17715.62163,013,214,9312843.21034,17715.621792
1001,2568356.79113,9864.67155,010,59,2568356.85384,9864.67158
1002,4054792.41682,11008.16541,006,93,4054792.33118,11008.16539
1003,61054358.84011,83207.60776,006,1402,61054358.38259,83207.608007
1004,4247063.33435,8232.78392,007,97,4247063.32513,8232.783843
1005,1198328.38871,5635.52206,003,28,1198328.39452,5635.522044
1006,603054.80414,3475.10153,020,14,603054.76669,3475.101374
1007,2938996.77035,7838.04605,016,67,2938996.77188,7838.045845
1008,1163954.92896,5748.395,020,27,1163954.93755,5748.395074
1009,15502432.85903,33750.76721,016,356,15502433.20526,33750.767181
1010,7195892.5719,10860.25982,038,165,7195892.59507,10860.259761
1011,7104511.73105,11801.03072,038,163,7104511.87497,11801.030974
1012,181272614.55214,129224.3731,038,4161,181272615.42583,129224.372913
1013,7806066.07127,18940.54912,007,179,7806065.93541,18940.549016
1014,8815223.6713,12325.1706,090,202,8815223.62144,12325.170225
1015,12248894.1659,48022.84252,016,281,12248894.31144,48022.842536
1016,1082273.17541,6375.8582,017,25,1082273.18555,6375.857836
1017,54646907.32606,50225.20887,016,1255,54646907.48764,50225.208334
1018,15520585.46906,33879.189,016,356,15520585.54618,33879.188404
1019,6155043.67085,29947.60954,017,141,6155043.94755,29947.609654
1020,1993775.24946,5467.97246,009,46,1993775.40965,5467.97251
1021,5687731.67041,12282.40528,002,131,5687731.73335,12282.405199
1022,45380773.00321,77208.95734,002,1042,45380772.6067,77208.958647
1023,2049383.66631,5782.42009,002,47,2049383.75253,5782.420263
1024,1147158.21041,5962.57124,017,26,1147158.24119,5962.57158
1025,1498310.98018,4657.66829,013,34,1498310.96134,4657.668328
1026,2082787.43479,11513.04202,017,48,2082787.44217,11513.041908
1027,372078.48889,2448.90246,016,9,372078.51654,2448.902515
1028,1102443.181,4581.92623,007,25,1102443.24046,4581.926302
1029,605415.14045,3423.42225,013,14,605415.13546,3423.422239
1030,8122944.59685,13291.42508,014,186,8122944.58819,13291.425046
1031,330838.88903,3354.6942,002,8,330838.86457,3354.694077
1032,2530059.06736,9001.44324,016,58,2530059.08555,9001.443304
1033,3945483.3699,8071.61467,006,91,3945483.31504,8071.614666
1034,27337231.41541,29442.5991,004,628,27337231.57796,29442.598975
1035,1076908.96386,4498.20752,020,25,1076908.96132,4498.207602
1036,9844553.32612,25134.72795,009,226,9844553.32153,25134.728363
1037,2084623.59291,6260.34775,003,48,2084623.63188,6260.347869
1038,32568491.0795,35806.46416,017,748,32568490.95786,35806.46409
1039,10558209.37389,18570.17121,003,242,10558209.44214,18570.170987
1040,7065419.05247,17189.4807,002,162,7065419.0915,17189.481252
1041,3026540.88903,8802.97395,016,69,3026540.77303,8802.974192
1042,9452615.86817,22444.59004,002,217,9452615.70533,22444.589572
1043,17002638.45024,39121.23911,007,390,17002638.5419,39121.239331
1044,2532369.07905,10095.66626,013,58,2532368.89235,10095.666266
1045,5945819.39565,10589.30615,002,136,5945819.43336,10589.306177
1046,25583123.09904,36383.99817,002,587,25583123.10952,36383.997593
1047,7710675.39768,24525.93559,017,177,7710675.06601,24525.935266
1048,327602.78452,2523.17982,020,8,327602.81848,2523.179881
1049,2175828.71624,7770.37741,006,50,2175828.70249,7770.377571
1050,501383.29076,2856.69044,013,12,501383.35702,2856.690387
1051,11220976.71469,22648.97277,016,258,11220976.85028,22648.973007
1052,1500193.82009,7628.1326,016,34,1500193.77735,7628.132506
1053,337392.851,2285.12015,002,8,337392.83752,2285.119994
1054,772848.20353,4448.37436,002,18,772848.14281,4448.374205
1055,4734093.57318,10480.04159,013,109,4734093.18991,10480.041024
1056,4335289.93033,9762.06083,016,100,4335289.95977,9762.061259
1057,1311167.29712,5416.01396,012,30,1311167.37956,5416.014229
1058,188151755.37749,177766.18114,003,4319,188151754.90008,177766.181215
1059,1435870.89331,11080.81315,017,33,1435871.04197,11080.813154
1060,3783312.62622,11618.37453,013,87,3783312.48014,11618.374605
1061,5338459.94217,9140.84546,007,123,5338460.11584,9140.845952
1062,1269532.14391,4458.04182,007,29,1269532.17242,4458.041978
1063,316067790.3674,117015.56245,013,7256,316067790.43578,117015.562388
1064,1633632.03801,7799.26401,014,38,1633632.20455,7799.264017
1065,1107487.32566,4656.39974,006,25,1107487.27079,4656.399799
1066,1182263.59375,5414.87675,010,27,1182263.54143,5414.87691
1067,359698374.31808,169211.46489,003,8258,359698374.58508,169211.4647
1068,3058646.39303,9305.84975,016,70,3058646.4588,9305.849709
1069,21321379.88623,32209.05934,009,489,21321379.93902,32209.059109
1070,3095779.40783,12936.23873,020,71,3095779.55444,12936.238026
1071,24231635.63632,30695.3975,007,556,24231635.5764,30695.397321
1072,5859575.17656,11375.80362,009,135,5859574.9554,11375.803613
1073,34490833.9637,26143.72908,013,792,34490834.26323,26143.729505
1074,16010347.35488,21905.36958,012,368,16010347.36385,21905.369539
1075,2344343.01755,6822.13654,007,54,2344342.87956,6822.136792
1076,21417293.63478,29948.18419,002,492,21417293.6574,29948.184793
1077,10774009.05487,29903.47091,017,247,10774009.2373,29903.470793
1078,10679443.38452,37995.31476,002,245,10679443.1083,37995.314189
1079,6794958.70223,17973.00027,016,156,6794958.65029,17973.000207
1080,24759388.70659,38013.96354,002,568,24759388.85827,38013.964071
1081,26602312.08978,44658.63146,017,611,26602311.82434,44658.631366
1082,6051863.44376,12498.2135,013,139,6051863.61329,12498.213772
1083,3490536.73606,11831.89895,002,80,3490536.73744,11831.898915
1084,89043426.50388,84979.76473,004,2044,89043426.41498,84979.764314
1085,591740.40127,3200.24637,010,14,591740.43573,3200.246373
1086,65773501.94135,67781.40032,090,1510,65773501.78086,67781.400419
1087,3416359.85139,17126.31834,016,78,3416359.83913,17126.318089
1088,2902911.77414,10363.4075,020,67,2902911.85297,10363.407524
1089,38043056.86752,32105.52494,006,873,38043056.40243,32105.524391
1090,691509.68558,3615.22216,013,16,691509.64776,3615.222437
1091,4758626.004,12427.77189,004,109,4758626.06158,12427.771888
1092,3136723.68541,10328.84858,004,72,3136723.71441,10328.848845
1093,4654281.61627,12484.67206,014,107,4654281.73227,12484.672121
1094,1053564.53151,6182.26994,017,24,1053564.60635,6182.269783
1095,3837392.01738,10288.4073,002,88,3837392.03187,10288.407051
1096,6665179.40614,11016.73047,002,153,6665179.53391,11016.730541
1097,1523321.40629,8534.28043,007,35,1523321.42512,8534.28071
1098,3701319.76903,9711.92955,006,85,3701319.77545,9711.929249
1099,2472076.55483,8134.03172,006,57,2472076.54674,8134.031782
1100,3943912.96007,13516.36316,006,91,3943913.0016,13516.363155
1101,20223722.27322,56577.77343,017,464,20223722.02086,56577.774234
1102,32424997.55146,53524.21226,002,744,32424998.18289,53524.212778
1103,581405.1732,3259.27818,020,13,581405.15218,3259.27826
1104,3517220.35255,20149.92921,017,81,3517220.4813,20149.929436
1105,3078070.37609,11498.36986,016,71,3078070.33255,11498.370166
1106,10973040.72227,13909.57878,002,252,10973040.76366,13909.578531
1107,10085046.15781,17401.46586,009,232,10085046.12131,17401.465637
1108,3030118.29692,6502.02421,003,70,3030118.32211,6502.024215
1109,4030904.77568,10554.82183,009,93,4030904.66616,10554.821518
1110,18926223.35862,36767.30318,007,434,18926223.04549,36767.302931
1111,462411.80579,2866.52182,002,11,462411.84183,2866.522065
1112,41182380.81933,54622.93599,016,945,41182380.86308,54622.936356
1113,1283188.99223,10255.49898,017,29,1283188.79529,10255.49926
1114,9557236.01623,15813.67191,013,219,9557236.24744,15813.671935
1115,812357.49529,4599.83587,014,19,812357.46565,4599.836074
1116,36378552.59516,59486.37203,007,835,36378552.67495,59486.372391
1117,1089929.92453,7123.27156,016,25,1089930.00687,7123.271255
1118,13640777.27914,30035.91972,013,313,13640777.24122,30035.919865
1119,1873699.92092,10749.51558,006,43,1873699.86328,10749.51543
1120,6153219.70888,12099.24381,004,141,6153219.58895,12099.243883
1121,65734339.19688,44106.82709,013,1509,65734338.76437,44106.82645
1122,7621532.53498,15391.99249,007,175,7621532.475,15391.992499
1123,10102700.26978,30216.64473,016,232,10102700.1669,30216.644484
1124,11537484.75328,19911.65811,089,265,11537484.70575,19911.658442
1125,7511556.03294,25289.78897,006,172,7511556.08876,25289.789159
1126,19259937.23216,22545.47397,008,442,19259937.14613,22545.473618
1127,9013188.57988,13252.47221,002,207,9013188.65254,13252.472373
1128,3502353.89265,9375.6474,006,80,3502353.82397,9375.647305
1129,96899187.44852,78355.38757,016,2224,96899187.10665,78355.387139
1130,155191710.75904,173081.18821,012,3563,155191710.75154,173081.188372
1131,3462594.65865,10882.79185,017,79,3462594.63539,10882.792048
1132,659487.70787,4836.52448,015,15,659487.82206,4836.524732
1133,4922649.32219,10494.66344,002,113,4922649.50137,10494.663343
1134,1637308.14384,8216.96357,017,38,1637308.26703,8216.963755
1135,91342221.44462,126852.97637,007,2097,91342221.12206,126852.975904
1136,1212452.45758,4638.88702,002,28,1212452.44984,4638.886743
1137,400518562.21441,253923.99413,009,9195,400518562.28901,253923.992386
1138,8882778.42008,13219.92425,017,204,8882778.45031,13219.92425
1139,4169722.21709,8570.48924,014,96,4169722.23296,8570.489084
1140,1366229.13916,5619.50534,016,31,1366229.10667,5619.505545
1141,2202052.54074,6664.55065,004,51,2202052.55141,6664.550554
1142,887136.74842,5516.29734,017,20,887136.71309,5516.29726
1143,2896557.34334,11349.76482,009,66,2896557.38482,11349.764891
1144,19090581.84195,30186.20709,012,438,19090582.22813,30186.206974
1145,45009588.62956,32493.4766,009,1033,45009588.3901,32493.476513
1146,6709476.33919,15739.82686,017,154,6709476.36997,15739.827135
1147,16380018.3625,21300.52817,020,376,16380018.20831,21300.528574
1148,12157758.45209,20007.68311,009,279,12157758.25224,20007.682998
1149,27092488.37962,30163.20708,003,622,27092488.42551,30163.207352
1150,39728649.54019,62738.98213,002,912,39728649.55002,62738.98039
1151,64244126.83685,61537.16494,002,1475,64244126.43489,61537.163824
1152,7398361.30855,10562.50848,013,170,7398361.34747,10562.50866
1153,6795530.42081,16310.55957,006,156,6795530.28196,16310.559655
1154,36558895.878,42155.24722,008,839,36558895.70755,42155.247337
1155,4253301.98466,7724.11444,003,98,4253302.20631,7724.114655
1156,1171043.61046,6582.99068,013,27,1171043.59457,6582.990867
1157,548913.02819,3415.44626,007,13,548913.05732,3415.446473
1158,344819.59026,2946.75111,009,8,344819.56497,2946.751067
1159,970175.03532,5304.27034,017,22,970175.07913,5304.270619
1160,119635823.7819,182319.46671,016,2746,119635823.78157,182319.466356
1161,1532039.15973,9750.77861,016,35,1532039.06364,9750.778429
1162,1833641.48755,8587.30227,002,42,1833641.57246,8587.302417
1163,1139443.62144,4231.01651,012,26,1139443.71238,4231.017155
1164,1751171.44307,5919.41936,006,40,1751171.48002,5919.419614
1165,9897513.3831,16010.26455,013,227,9897513.33416,16010.264575
1166,859477.55192,3477.82934,006,20,859477.56845,3477.829442
1167,125946660.02638,108957.62759,013,2891,125946660.27345,108957.627087
1168,2678784.20521,7345.65021,017,61,2678784.17995,7345.650231
1169,423976.9176,2671.76539,013,10,423976.93554,2671.765217
1170,32571856.45205,39946.05961,007,748,32571856.58542,39946.059367
1171,3227361.56589,13656.92721,017,74,3227361.58138,13656.927209
1172,9765091.06552,23633.78034,012,224,9765091.22726,23633.780706
1173,1794388.62953,7190.30272,007,41,1794388.62516,7190.302535
1174,990085.36166,6302.42328,002,23,990085.41504,6302.423196
1175,5132012.49986,11555.48847,013,118,5132012.23668,11555.488947
1176,762616.11463,4695.86714,013,18,762616.16459,4695.866923
1177,6672265.93747,12045.9935,007,153,6672265.82852,12045.993643
1178,1241282.77308,4737.16363,002,28,1241282.84326,4737.163558
1179,52307744.688,33424.97577,013,1201,52307744.90636,33424.975878
1180,1311573.94359,9127.42559,017,30,1311574.02765,9127.425836
1181,148044338.39979,103650.56789,029,3399,148044337.91457,103650.56857
1182,1752915.57296,6532.72224,006,40,1752915.56239,6532.72236
1183,3864854.79699,13104.11179,016,89,3864854.83663,13104.11157
1184,12216983.25237,18566.98444,013,280,12216983.1745,18566.984308
1185,1312104.57921,6363.80486,008,30,1312104.56419,6363.804731
1186,82313573.94139,65836.22361,014,1890,82313573.62084,65836.224137
1187,781343.56407,5910.69557,013,18,781343.65445,5910.695899
1188,1254204.21571,5043.90015,007,29,1254204.25416,5043.900095
1189,2254087.56929,11721.95731,007,52,2254087.67555,11721.95764
1190,33636518.10663,61656.84721,016,772,33636518.73188,61656.847506
1191,14735478.33905,17758.04568,002,338,14735478.36537,17758.045791
1192,4732573.01035,10447.54463,006,109,4732572.88153,10447.544391
1193,25509106.97543,29077.70508,006,586,25509107.05397,29077.705028
1194,1009702.97008,4796.80879,015,23,1009702.90168,4796.808679
1195,3007816.15713,13088.12212,015,69,3007816.06652,13088.122313
1196,39945686.46481,33312.49455,017,917,39945686.25134,33312.495037
1197,1308948.15951,4695.9986,012,30,1308948.11096,4695.998533
1198,13686067.96918,27892.21183,013,314,13686067.87727,27892.211221
1199,4391933.0387,11168.62529,002,101,4391933.09141,11168.6254
1200,2190849.88508,8313.54244,002,50,2190849.80941,8313.542281
1201,1656516.39626,5508.43911,013,38,1656516.40906,5508.439528
1202,2481822.55989,14148.56586,016,57,2481822.71778,14148.565706
1203,1919054.7169,7038.91013,017,44,1919054.74067,7038.910126
1204,1183156.33105,5358.20599,014,27,1183156.26659,5358.20585
1205,1239892.63516,5470.21045,013,28,1239892.65093,5470.210487
1206,4005217.61851,10369.9838,002,92,4005217.688,10369.983756
1207,100993248.67436,74147.52179,003,2318,100993248.71892,74147.52235
1208,131899243.0762,57412.09287,023,3028,131899243.27362,57412.09292
1209,7172494.82104,19212.65041,007,165,7172494.89535,19212.650455
1210,11895116.4895,35132.03707,002,273,11895116.33051,35132.037469
1211,1736083.23934,8143.74102,016,40,1736083.12121,8143.741265
1212,2994989.15238,8628.73725,017,69,2994988.9657,8628.736784
1213,1240204578.52642,465627.12484,013,28471,1240204578.12384,465627.12494
1214,4041010.19246,11993.17137,016,93,4041010.08427,11993.171247
1215,1148695.1364,7097.06979,016,26,1148695.15411,7097.069474
1216,1699934.39349,6336.92833,002,39,1699934.42996,6336.928328
1217,2261609.61321,7439.98185,006,52,2261609.72644,7439.981803
1218,946755.68729,4593.34156,013,22,946755.69911,4593.341327
1219,30748059.51403,36955.61328,002,706,30748059.42063,36955.613251
1220,3409288.84004,10945.07153,002,78,3409288.84944,10945.071674
1221,7678147.7521,11186.45148,002,176,7678147.7302,11186.451661
1222,7567773.76908,16117.33725,002,174,7567773.7838,16117.337326
1223,5886262.37106,18391.78168,017,135,5886262.25913,18391.781639
1224,679972.63687,3630.88204,002,16,679972.62981,3630.881928
1225,6562010.1174,12541.55676,012,151,6562009.95996,12541.556639
1226,965587.68009,4052.9189,002,22,965587.72216,4052.918863
1227,4432631.32232,11700.68248,002,102,4432631.28212,11700.682932
1228,14000172.37868,15369.9869,013,321,14000172.8669,15369.986919
1229,7853912.2543,13782.27603,013,180,7853911.86843,13782.275674
1230,4019151.46642,11438.47719,017,92,4019151.45222,11438.476884
1231,5262730.88448,10992.79304,016,121,5262730.43413,10992.792267
1232,5502126.82893,10033.00366,002,126,5502126.62659,10033.003407
1233,976160.44346,4443.88398,017,22,976160.4564,4443.883881
1234,2834473.98817,12191.67465,012,65,2834474.14444,12191.674549
1235,1082888.24709,4938.53134,007,25,1082888.30593,4938.5312
1236,2951950.75364,7034.99212,007,68,2951950.77073,7034.992335
1237,1157108.4711,4128.13103,009,27,1157108.5324,4128.131174
1238,832871.29318,4373.42097,006,19,832871.34298,4373.420775
1239,2798112.61427,13661.71482,016,64,2798112.50457,13661.714472
1240,130983526.26552,60576.34194,013,3007,130983526.57441,60576.342388
1241,1330502.7119,8117.21871,016,31,1330502.61564,8117.218623
1242,8166491.88441,11160.9241,017,187,8166492.0147,11160.924221
1243,2975937.88139,9404.83227,017,68,2975937.81622,9404.832049
1244,3247432.09065,8711.62605,002,75,3247432.12342,8711.62612
1245,1085524.96395,6225.316,017,25,1085525.14867,6225.316253
1246,436191.33201,3109.89628,017,10,436191.40965,3109.89639
1247,2558834.66709,7804.24763,006,59,2558834.75338,7804.247664
1248,22978111.91973,93145.17196,016,528,22978111.66072,93145.171428
1249,2291215.62033,9608.97696,012,53,2291215.7595,9608.977141
1250,103436398.30547,98807.67799,002,2375,103436398.23725,98807.676787
1251,2163034.90157,9256.09378,016,50,2163034.74451,9256.093592
1252,1563090.6614,5368.28188,002,36,1563090.78258,5368.281876
1253,683326.42047,4107.246,013,16,683326.44248,4107.246144
1254,13480883.718,17514.45812,003,309,13480883.76804,17514.457917
1255,823396968.44352,308720.82677,010,18903,823396968.27597,308720.825941
1256,1092867.9955,6066.5404,002,25,1092868.01135,6066.540187
1257,65380637.58593,100398.98761,003,1501,65380637.85446,100398.987437
1258,359633.09967,2588.9068,020,8,359633.13669,2588.906805
1259,1664855.75762,5167.61513,009,38,1664855.71969,5167.615191
1260,14423040.53322,15979.29581,002,331,14423040.74421,15979.295671
1261,1555093.47387,9697.84175,007,36,1555093.58056,9697.842182
1262,91766782.93677,101847.88388,003,2107,91766782.57002,101847.884178
1263,1581604.00521,9703.06531,017,36,1581604.00669,9703.065446
1264,146656837.0604,51845.7025,013,3367,146656836.87603,51845.703071
1265,8574095.558,21859.26556,002,197,8574095.55311,21859.265715
1266,10314744.77827,21738.06203,002,237,10314744.85239,21738.062587
1267,9491883.85068,12826.63834,003,218,9491883.78355,12826.638388
1268,12541154.66728,18610.00305,007,288,12541154.61376,18610.002987
1269,4054444.63708,8428.14564,007,93,4054444.62245,8428.145588
1270,5647014.62231,12732.31935,003,130,5647014.70619,12732.319495
1271,24132469.42701,22655.55827,016,554,24132469.48602,22655.558499
1272,79912354.38231,61106.95514,006,1835,79912354.28109,61106.955512
1273,5345804.39857,12437.21824,009,123,5345804.37591,12437.218647
1274,8112513.76592,23417.55307,017,186,8112513.57092,23417.552985
1275,6089969.21545,16181.82306,013,140,6089969.40122,16181.823174
1276,2090805.20143,5923.57465,007,48,2090805.22192,5923.574809
1277,2255222.74087,7971.19887,007,52,2255222.84535,7971.199201
1278,296744.24902,2210.59334,002,7,296744.27033,2210.59325
1279,361264.02272,2248.83491,004,8,361264.00085,2248.834877
1280,121946991.44157,134713.55644,017,2800,121946991.26851,134713.557983
1281,1188226.88699,4460.78812,013,27,1188226.95597,4460.788207
1282,1150503.06843,5128.30499,004,26,1150503.08618,5128.304854
1283,90787898.23198,119859.44992,003,2084,90787897.88258,119859.450248
1284,921678.41826,3997.93176,008,21,921678.41091,3997.931975
1285,1242902.20301,5570.41572,006,29,1242902.22888,5570.415958
1286,924129.99279,4302.52013,016,21,924130.00572,4302.520175
1287,109862004.53606,74818.16823,002,2522,109862004.6037,74818.168847
