OBJECTID,AREA_,PERIMETER,CLASS,AREA_ACRES,SHAPEAREA,SHAPELEN
426,2238007.58949,8177.15319,013,51,2238007.51007,8177.153215
427,175522634.82932,109476.66063,007,4029,175522634.31804,109476.661346
428,692871616.51973,783524.1848,015,15906,692871617.2559,783524.186924
429,1552675.26392,6208.52845,013,36,1552675.21996,6208.528346
430,262627957.24078,131697.27822,015,6029,262627957.64077,131697.278094
431,1849188.15826,9173.31979,007,42,1849187.8723,9173.31968
432,824551.95817,3574.78295,002,19,824551.97976,3574.782955
433,9142150.31199,14154.9045,077,210,9142150.32236,14154.904367
434,613592.50348,3782.97342,002,14,613592.48912,3782.973365
435,7148684.2082,18391.48746,013,164,7148684.55774,18391.487651
436,17592784.28026,23197.81441,018,404,17592784.2163,23197.814192
437,61460496.19687,33584.8433,010,1411,61460496.41248,33584.842652
438,43112409.17914,67779.75861,006,990,43112409.44449,67779.759013
439,6397613.95968,12307.47073,016,147,6397614.06022,12307.470506
440,8297688.54798,22836.64199,013,190,8297688.4008,22836.64185
441,2349841.52783,9906.14751,007,54,2349841.52659,9906.147435
442,340702442.56961,83904.44168,078,7821,340702442.48331,83904.441888
443,3570264.51538,8366.80727,072,82,3570264.46027,8366.807081
444,128367771.52449,56156.94611,087,2947,128367771.43197,56156.946098
445,413316517.47635,113112.28525,081,9488,413316517.00612,113112.285724
446,6353675.6464,11875.44477,020,146,6353675.4527,11875.444671
447,2877015.57489,10101.43631,006,66,2877015.4575,10101.436132
448,2972016.01562,9108.76185,019,68,2972015.99539,9108.761996
449,887547.50915,3842.24283,020,20,887547.47113,3842.242701
450,12926888.83105,35387.60636,999,297,12926888.82031,35387.605959
451,3814050.68427,8954.08869,019,88,3814050.73147,8954.088591
452,16224428.04508,18697.01149,004,372,16224427.96296,18697.011656
453,12102067.19825,18774.9291,016,278,12102067.17464,18774.929151
454,1154229.88295,4189.66806,002,26,1154229.97243,4189.668169
455,14930948.04609,38723.88995,016,343,14930948.27229,38723.890498
456,8573134.4385,21338.4487,020,197,8573134.28223,21338.449018
457,17322259.74426,41378.53662,016,398,17322259.89406,41378.536601
458,4073357.01383,13545.78579,011,94,4073357.01206,13545.785403
459,4054885.09038,15491.79614,004,93,4054885.10534,15491.796265
460,461203.74875,3295.45103,011,11,461203.71586,3295.450993
461,7516924.63644,16293.07655,016,173,7516924.48279,16293.076504
462,374526241.27074,322088.11088,007,8598,374526241.07558,322088.112114
463,226369.90084,2284.44684,011,5,226369.89763,2284.446611
464,123307630.7348,156111.78932,013,2831,123307630.58759,156111.79029
465,2306069.89616,10345.45671,002,53,2306069.91969,10345.456836
466,2858755.05881,8927.72417,011,66,2858755.06291,8927.724409
467,4989328.62454,9510.81022,013,115,4989328.60178,9510.810341
468,2367845.81304,10565.11059,014,54,2367845.95237,10565.110679
469,3684400.60136,16731.83144,015,85,3684400.60989,16731.831748
470,9404651.23681,25626.56525,011,216,9404651.18188,25626.565733
471,8614331.61701,25469.51809,014,198,8614331.46148,25469.518035
472,7887111.91192,15063.31003,007,181,7887111.74856,15063.309914
473,2576534.93035,9429.44974,019,59,2576534.9588,9429.44979
474,33079053.38096,49667.13787,020,759,33079053.29891,49667.137335
475,7916678.16788,14340.72619,004,182,7916678.18565,14340.726059
476,23945027.68449,25654.28938,014,550,23945027.63079,25654.289069
477,68998749.60909,64897.19178,002,1584,68998749.57094,64897.191457
478,2020399.68721,5321.83396,004,46,2020399.71761,5321.833823
479,1446572.48791,8502.95673,019,33,1446572.60154,8502.956638
480,471998.87751,3217.33033,020,11,471998.89294,3217.330029
481,29245029.44322,28392.9942,018,671,29245029.55792,28392.994145
482,25124705.04102,33276.7141,019,577,25124705.2231,33276.714038
483,30490207.74618,78941.47568,007,700,30490207.92064,78941.475053
484,26572072.05371,31996.90618,007,610,26572072.38484,31996.905527
485,188834832.80841,224956.49647,013,4335,188834832.3537,224956.496068
486,1208238.98937,7176.93089,013,28,1208238.94265,7176.930973
487,7444788.47245,11582.61234,007,171,7444788.45664,11582.612357
488,363913.52106,2328.41447,011,8,363913.52091,2328.414628
489,195252855.91086,99104.00045,035,4482,195252856.50409,99104.000705
490,3868042.48302,10422.46996,014,89,3868042.41751,10422.470067
491,836069.07468,4989.22554,007,19,836069.05015,4989.225575
492,6449845.56566,12369.74899,007,148,6449845.78688,12369.749347
493,1345212.90254,5570.47275,013,31,1345212.83119,5570.472669
494,273282225.35625,210587.16898,013,6274,273282225.26016,210587.170349
495,434399.88814,3090.50181,013,10,434399.88374,3090.501858
496,141900083.84751,86663.41232,002,3258,141900084.02917,86663.411777
497,1503591.03589,7112.19659,016,35,1503590.99442,7112.197413
498,622240117.04394,229437.85161,006,14285,622240116.96277,229437.852003
499,2896567.91917,9962.02304,006,66,2896567.93735,9962.022942
500,676702195.43648,190197.52197,021,15535,676702195.46757,190197.521706
501,1488548.89203,5256.11564,003,34,1488549.00331,5256.115734
502,954963.69416,6946.81923,019,22,954963.5763,6946.819606
503,17252846.42367,19841.68951,018,396,17252846.54729,19841.68917
504,2452346.63849,6697.41035,002,56,2452346.58819,6697.410232
505,1073471.71587,3985.59255,002,25,1073471.71212,3985.592573
506,10251858.32276,18765.15418,004,235,10251858.46223,18765.154622
507,30642182.60984,43763.10259,013,703,30642182.49761,43763.103205
508,1207855.55824,6693.81937,013,28,1207855.54819,6693.819246
509,415151.81102,2458.7173,002,10,415151.815,2458.717198
510,44152356.39759,64256.10882,007,1014,44152356.39184,64256.110271
511,2417471.96915,9265.57506,020,55,2417472.01037,9265.574848
512,5644215.09784,18794.55296,019,130,5644214.99519,18794.55287
513,8360840.58526,15238.35679,004,192,8360840.56593,15238.356582
514,195918105.28241,62554.5531,080,4498,195918105.15492,62554.553407
515,73319532.05073,60287.3668,007,1683,73319531.65106,60287.366213
516,10503331.89107,18031.15805,006,241,10503331.91161,18031.158451
517,38421687.30473,32399.10237,005,882,38421687.31219,32399.102587
518,1564086.13485,9515.69332,013,36,1564086.08264,9515.692935
519,9027365.78015,16476.00783,013,207,9027365.82085,16476.007943
520,2999963.9786,7286.17145,013,69,2999963.95603,7286.171687
521,6185407.52742,19000.91777,006,142,6185407.7421,19000.918539
522,214340638.85595,116069.85816,034,4921,214340638.31635,116069.858705
523,28091758.8359,26592.17296,044,645,28091759.30278,26592.173033
524,4039468.55823,12451.29482,013,93,4039468.55168,12451.294812
525,3374153.24948,7804.44446,002,77,3374153.21175,7804.444444
526,2308583.53528,8219.47537,017,53,2308583.55429,8219.475609
527,8555439.11282,13886.36491,004,196,8555439.0856,13886.365162
528,67421059.53572,43133.78528,006,1548,67421059.67103,43133.785588
529,4953369.39934,9232.5452,014,114,4953369.52875,9232.545438
530,24639322.40713,45603.45349,088,566,24639322.503,45603.453884
531,2529034.08364,9022.92022,017,58,2529033.99663,9022.919825
532,2423787.13394,9260.25805,011,56,2423787.27955,9260.257903
533,928943.60092,4441.40533,011,21,928943.59498,4441.405688
534,4888011.98441,12057.95059,013,112,4888012.23508,12057.95046
535,3043285.19185,8179.11223,013,70,3043285.24268,8179.111936
536,3892983.15968,11091.17456,002,89,3892983.07945,11091.174535
537,292495437.62716,289650.22084,007,6715,292495437.30901,289650.221722
538,105806237.53899,77656.88777,066,2429,105806238.24428,77656.888057
539,262175409.55787,80739.48458,036,6019,262175409.58628,80739.484871
540,813350735.58664,193800.43909,028,18672,813350736.06408,193800.439942
541,636052.11943,3012.55407,002,15,636052.14318,3012.553825
542,2158643.05962,7130.90845,013,50,2158643.05884,7130.908506
543,231858532.8042,121870.1045,008,5323,231858532.55179,121870.105197
544,319452.67431,2172.68424,002,7,319452.65408,2172.683978
545,1213421.82895,7563.8817,013,28,1213421.78756,7563.881863
546,572940429.56652,375259.64306,006,13153,572940429.13215,375259.644602
547,662086.01778,3155.12598,002,15,662086.00886,3155.125886
548,279108.53663,2241.87258,011,6,279108.50615,2241.872752
549,88562748.07696,76818.35979,069,2033,88562748.14722,76818.359931
550,802571.76722,4354.80968,004,18,802571.74662,4354.809444
551,245542871.23677,175558.10206,066,5637,245542871.11286,175558.101686
552,83577540.4931,119433.68613,002,1919,83577540.01857,119433.685484
553,141345948.78432,90599.28932,066,3245,141345948.7698,90599.289015
554,485686.57545,4057.76558,011,11,485686.51148,4057.765596
555,1637477.68152,5452.04214,013,38,1637477.73772,5452.04211
556,130330179.5678,78097.393,013,2992,130330179.40781,78097.391924
557,4699117.33275,19405.71121,020,108,4699117.56567,19405.711669
558,9753806.6367,17286.21021,011,224,9753806.70168,17286.209986
559,1042361.71507,5153.15833,020,24,1042361.67391,5153.158322
560,1379096.27603,7463.02096,007,32,1379096.3897,7463.020971
561,16928650.81514,47126.96052,002,389,16928650.67894,47126.960044
562,20579334.71422,28130.09045,002,472,20579334.81508,28130.090532
563,24974528.11022,50949.69655,016,573,24974528.07526,50949.696064
564,21278615.1363,33097.27444,006,488,21278615.56487,33097.274094
565,3679515.2869,12048.20573,016,84,3679515.24536,12048.205198
566,4385792.97566,12259.93881,007,101,4385793.05935,12259.938938
567,4934769.15428,13658.631,016,113,4934769.10785,13658.630825
568,79950306.95551,41897.92159,025,1835,79950306.9131,41897.922006
569,10498478.17607,21426.05981,013,241,10498478.05588,21426.059555
570,1588076.11652,9689.25738,020,36,1588076.20589,9689.257487
571,15239192.8065,22911.12076,003,350,15239193.06416,22911.120932
572,1463420.997,7926.37147,003,34,1463421.1828,7926.371439
573,3935543.93828,9884.01622,002,90,3935544.01042,9884.016714
574,3824753.71942,9819.03156,006,88,3824753.65839,9819.031516
575,4379065.38751,11476.11138,014,101,4379065.09524,11476.111335
576,1301780.19804,4349.52954,014,30,1301780.14168,4349.529496
577,1644063.67547,6457.13023,013,38,1644063.74173,6457.129896
578,751128.11314,4825.61321,011,17,751128.10352,4825.613113
579,51897765.35121,46850.41448,067,1191,51897765.13533,46850.414036
580,2307820.59575,11310.80687,011,53,2307820.69737,11310.806735
581,25564482.80804,76689.9524,015,587,25564482.30885,76689.952153
582,7262418.2327,12323.28752,004,167,7262418.30566,12323.287793
583,17273861.69996,17639.62038,002,397,17273861.70576,17639.620258
584,1074685.9696,5846.48274,013,25,1074686.04123,5846.482578
585,8726731.31791,15659.62841,002,200,8726731.13751,15659.627979
586,3859182.23641,11800.73116,017,89,3859182.33368,11800.73147
587,2744836.33012,11129.54405,088,63,2744836.3379,11129.543721
588,8071513.02658,17007.59359,011,185,8071512.83728,17007.594126
589,7533834.69707,20256.961,006,173,7533834.70337,20256.960407
590,14053332.86061,29781.93256,013,323,14053332.57895,29781.932872
591,46860917.8737,44953.75739,002,1076,46860917.9295,44953.757278
592,446424.73432,2718.82577,002,10,446424.77318,2718.825705
593,537544.85774,3239.67032,013,12,537544.81091,3239.669954
594,730464.2683,3789.66488,013,17,730464.2525,3789.665011
595,1153019.38729,4112.58438,017,26,1153019.39004,4112.584436
596,923528.31035,4254.77801,017,21,923528.25052,4254.777911
597,605051.30955,3926.03823,008,14,605051.31397,3926.038535
598,2597726.18317,8528.86131,003,60,2597726.03011,8528.8612
599,617052018.47566,144348.47325,031,14166,617052018.4571,144348.473948
600,341900432.08899,92396.46271,030,7849,341900432.02672,92396.46377
601,463581.40335,2571.62236,002,11,463581.36628,2571.622214
602,1302645.67446,5351.07422,003,30,1302645.70703,5351.074022
603,18010935.40694,21441.17923,011,413,18010935.6023,21441.17903
604,1937453.12927,12455.67952,017,44,1937453.07368,12455.679067
605,10034952.67597,17097.258,016,230,10034952.59377,17097.258027
606,2356990989.17887,1301609.2567,006,54109,2356990989.95268,1301609.259958
607,12287974.44934,18803.67594,002,282,12287974.5287,18803.676089
608,97163690.48128,46489.79902,026,2231,97163690.88182,46489.799372
609,5493759.04531,12176.43178,003,126,5493759.09707,12176.431905
610,33122083.78995,31161.79078,089,760,33122083.98729,31161.790743
611,53405751.43539,64789.39021,013,1226,53405751.72265,64789.389695
612,17473250.77573,27762.12085,016,401,17473250.82584,27762.120726
613,17196994.68489,19580.3582,043,395,17196994.49064,19580.358067
614,9067418.44909,13442.90673,69,208,9067418.32155,13442.906842
615,1886744.71838,6163.89903,017,43,1886744.69321,6163.899116
616,68909872.70395,56318.73188,033,1582,68909872.59181,56318.732609
617,11941830.83381,22824.78507,006,274,11941830.88367,22824.78535
618,1021381.91261,5859.2396,003,23,1021381.92053,5859.239741
619,4046250.12657,9797.24444,007,93,4046250.19427,9797.244369
620,9453931.50965,14177.81623,013,217,9453931.4331,14177.816323
621,87441288.57306,55947.45623,002,2007,87441288.48821,55947.45741
622,24214982.11743,26232.92951,007,556,24214982.10601,26232.929144
623,15361081.34595,28382.74546,007,353,15361081.42691,28382.746641
624,2670765.58502,7012.7693,016,61,2670765.64502,7012.769311
625,8270454.70779,17237.93616,006,190,8270454.89347,17237.936336
626,3312807.2248,11337.06776,016,76,3312807.26883,11337.067631
627,266197.48157,2164.33621,011,6,266197.51069,2164.336359
628,3661521.64929,17836.02559,007,84,3661521.79366,17836.025888
629,7443859.91868,13997.02072,002,171,7443859.81339,13997.020797
630,2901153.18501,11293.74518,017,67,2901153.15174,11293.745785
631,4549886.99532,11503.96752,013,104,4549887.02853,11503.967326
632,6497771.6868,19718.44297,011,149,6497771.7609,19718.443328
633,71374715.23607,33848.00176,042,1639,71374715.30017,33848.001691
634,164407417.27203,86192.54281,040,3774,164407417.1188,86192.542769
635,99368022.67299,146739.51151,014,2281,99368023.09522,146739.509878
636,598762.39777,3318.13638,011,14,598762.41402,3318.136534
637,509048076.16559,176783.94674,022,11686,509048075.56627,176783.946672
638,1946006.86353,5727.64164,006,45,1946006.75429,5727.64151
639,1096035.35642,4664.07018,017,25,1096035.37402,4664.070006
640,1338525.83079,4959.16429,006,31,1338525.85622,4959.164062
641,497569.47451,2544.62478,007,11,497569.39203,2544.624578
642,1115909.99872,4551.40537,007,26,1115910.0578,4551.405583
643,2187013.08366,7174.73352,003,50,2187013.03877,7174.73355
644,659897.37912,3950.24993,008,15,659897.2257,3950.249999
645,337073361.15482,208086.84797,013,7738,337073360.5696,208086.848927
646,7908759.73623,13915.03579,008,182,7908759.83516,13915.036156
647,82125276.6133,132697.68475,006,1885,82125276.65324,132697.684096
648,703580.99234,3281.0592,002,16,703581.00858,3281.059308
649,536422.93206,2841.76672,013,12,536422.90366,2841.766958
650,246422783.72861,90635.68963,002,5657,246422784.2108,90635.690331
651,2152776.1571,6095.971,013,49,2152776.12027,6095.970928
652,4113159.61237,8489.38464,002,94,4113159.63509,8489.384407
653,2513952.81178,11044.79394,012,58,2513952.7139,11044.794028
654,105389582.13502,125824.63715,002,2419,105389582.20798,125824.636332
655,784169.04837,4962.28926,013,18,784169.00479,4962.289226
656,466757.20868,2658.83023,009,11,466757.18798,2658.82998
657,1694625.57773,5316.30075,002,39,1694625.52534,5316.301033
658,526431.05045,3170.11718,007,12,526431.01106,3170.117166
659,51749775.23344,61542.53276,006,1188,51749775.00431,61542.532694
660,14407622.43044,25471.96347,006,331,14407622.50444,25471.963547
661,16012244.61489,40227.30976,007,368,16012244.77379,40227.309995
662,51209857.05057,32191.28379,027,1176,51209856.95868,32191.28383
663,23741428.90176,30676.85032,008,545,23741429.10813,30676.850149
664,4530557.60248,15622.70599,013,104,4530557.36592,15622.705952
665,1626576.25718,5794.08172,008,37,1626576.09854,5794.081394
666,3015118.5172,12525.5968,016,69,3015118.53908,12525.597411
667,13178635.97788,18825.06863,013,303,13178635.93124,18825.068488
668,41297972.00785,45410.04103,006,948,41297972.28458,45410.041448
669,8266917.17724,17430.08139,006,190,8266917.24676,17430.081799
670,11763507.94618,19224.30132,006,270,11763507.86951,19224.301141
671,3639028.98431,8667.28698,016,84,3639028.7834,8667.286987
672,1440019.66263,6660.42382,017,33,1440019.63869,6660.423615
673,367860877.25909,281977.14645,089,8445,367860877.37662,281977.145144
674,566694.88762,3830.70237,013,13,566694.81733,3830.702513
675,2060686.47662,6475.11292,002,47,2060686.45157,6475.112855
676,1707137.26849,5415.97212,002,39,1707137.32961,5415.972359
677,7533607.73876,18576.23986,014,173,7533607.79627,18576.240157
678,605468.37485,2987.9902,002,14,605468.28192,2987.989953
679,3557575.49196,8766.85888,013,82,3557575.5492,8766.859228
680,5099518.20363,10488.27785,006,117,5099518.33266,10488.277968
681,1551998.01429,11133.29183,016,36,1551997.99034,11133.292066
682,15715719.59265,31243.10061,007,361,15715719.56106,31243.10059
683,2954483.62566,8909.9659,003,68,2954483.68935,8909.965627
684,2030910.66562,5223.29529,002,47,2030910.67486,5223.295233
685,1341673.81503,7866.67235,016,31,1341673.71856,7866.672133
686,967391.18935,5861.2125,016,22,967391.18386,5861.212508
687,390874.62713,2442.78193,002,9,390874.6779,2442.781883
688,8108838.92602,13160.73349,013,186,8108839.01906,13160.733334
689,1208004.45326,4969.06118,006,28,1208004.45868,4969.061249
690,265839535.90081,77225.54197,045,6103,265839536.44945,77225.541836
691,3175188.04636,11636.09773,007,73,3175188.03575,11636.098143
692,8642692.42939,20257.73199,016,198,8642692.40006,20257.732029
693,7205901.04868,11315.08068,012,165,7205901.12243,11315.08033
694,7174752.0651,16742.46216,017,165,7174752.17009,16742.462502
695,6379231.95964,16445.59344,006,146,6379231.9786,16445.593989
696,103938342.77374,64849.87019,007,2386,103938343.18176,64849.870189
697,1585297.30618,6226.50653,008,36,1585297.32533,6226.506551
698,516585.89378,3266.50267,013,12,516585.81584,3266.502855
699,989164.42515,5893.37203,008,23,989164.38486,5893.372159
700,5812288.39478,16527.62352,014,133,5812288.40324,16527.623655
701,1527384.72986,8407.15977,013,35,1527384.79941,8407.159887
702,18244260.09532,21658.30092,012,419,18244260.26466,21658.301463
703,280988.81155,2503.31718,013,6,280988.8225,2503.317454
704,1212500.68997,4260.95603,013,28,1212500.64958,4260.955888
705,689631.66578,3458.83036,002,16,689631.60633,3458.830419
706,8055409.19999,13854.67672,007,185,8055409.4357,13854.676875
707,5094032.87028,15575.53622,017,117,5094032.81612,15575.535943
708,1853582.52644,5933.93098,002,43,1853582.65681,5933.930825
709,27446088.2084,37431.37611,002,630,27446088.0394,37431.375118
710,35648315.16154,37825.2151,024,818,35648315.57356,37825.215529
711,2041293.23209,7140.43302,017,47,2041293.33414,7140.432813
712,11109012.19675,39147.26094,002,255,11109012.23823,39147.260707
713,1375188.77186,5565.10364,007,32,1375188.77969,5565.103611
714,10815322.98978,26343.25599,003,248,10815323.01062,26343.255368
715,2338030.94743,8474.26096,007,54,2338030.8099,8474.260901
716,273592278.08268,95766.75291,037,6281,273592276.83603,95766.752321
717,2331262.42121,7549.49213,013,54,2331262.43683,7549.492113
718,27316548.94263,32477.35381,009,627,27316548.90435,32477.353774
719,3010827.77304,12245.80726,017,69,3010827.63318,12245.80725
720,21859053.78632,22558.95747,007,502,21859053.55634,22558.957185
721,3317078.13139,20296.66195,015,76,3317078.30879,20296.661846
722,438268308.70389,118908.04561,032,10061,438268307.93442,118908.046056
723,82181651.55115,59545.31483,012,1887,82181651.50242,59545.314603
724,3678416.2573,10356.97263,006,84,3678416.24693,10356.972954
725,7048013.61848,16825.93783,017,162,7048013.66789,16825.937905
726,19070941.2477,52181.83126,007,438,19070941.42781,52181.830972
727,3138119.04205,7746.11523,009,72,3138119.13912,7746.115324
728,31082033.52479,32702.63436,013,714,31082033.65688,32702.63451
729,1535701.42437,8326.43046,004,35,1535701.32572,8326.430494
730,22127972.66949,67282.8016,017,508,22127972.91898,67282.80049
731,1410142.9997,9271.16718,015,32,1410142.84938,9271.166864
732,380383849.72507,368661.24012,016,8732,380383849.64662,368661.241205
733,473098.40276,3515.62527,009,11,473098.35077,3515.625278
734,1224143.31936,4236.04878,013,28,1224143.34697,4236.048984
735,248928973.18228,231450.35071,017,5715,248928973.59832,231450.349658
736,996401.81291,4020.32215,002,23,996401.88036,4020.322204
737,218014552.00767,93569.31844,013,5005,218014551.69338,93569.31818
738,1342726975.47951,479032.81149,006,30825,1342726975.61457,479032.811597
739,115136267.94027,100754.54974,013,2643,115136267.59272,100754.549753
740,2194206.73968,6815.92221,003,50,2194206.73248,6815.922301
741,421473580.00549,421817.77183,006,9676,421473580.32825,421817.774468
742,1358329.52966,4930.40296,016,31,1358329.58222,4930.403016
743,1102151.45336,5133.15555,013,25,1102151.48782,5133.155715
744,2965864.2842,6834.8043,002,68,2965864.2366,6834.8044
745,418811.26508,2666.95083,007,10,418811.35818,2666.951053
746,6164073.19784,11003.41683,007,142,6164073.13019,11003.416944
747,116956760.26375,102288.74443,002,2685,116956760.88072,102288.746013
748,1676544.19771,7413.316,006,38,1676544.22059,7413.316054
749,4605626.35179,9401.88493,006,106,4605626.51136,9401.884615
750,877926.70396,5086.51676,017,20,877926.68721,5086.516774
751,1843318.97117,6631.52819,020,42,1843318.94811,6631.527616
752,339145.57797,2812.39432,006,8,339145.56512,2812.39453
753,863608.86196,3802.63513,013,20,863608.78522,3802.634929
754,429714.59755,2659.27481,006,10,429714.60037,2659.274652
755,1013867.63211,3937.46515,007,23,1013867.65399,3937.465361
756,739366.15115,3985.2956,002,17,739366.11646,3985.295268
757,1360225.04195,5172.97514,013,31,1360224.9451,5172.97501
758,1344432.33177,5351.85197,013,31,1344432.38138,5351.852035
759,3196089.64496,10083.37464,013,73,3196089.56158,10083.374523
760,832126.70499,3718.6819,009,19,832126.7118,3718.681949
761,3774509.91664,9708.02728,003,87,3774509.99311,9708.027749
762,4951311.98319,11301.63637,007,114,4951312.09029,11301.636211
763,121087.67361,1302.05738,013,3,121087.66172,1302.057408
764,39952952.11154,40450.99158,013,917,39952952.15456,40450.991389
765,13725771.2547,22414.66476,003,315,13725771.27426,22414.664798
766,11014433.42448,17405.48053,013,253,11014433.29479,17405.480873
767,67963834.24784,61113.59327,016,1560,67963834.35117,61113.592667
768,53620038.73631,44246.81122,134,1231,53620038.47811,44246.811916
769,60827740.21439,46370.72159,124,1396,60827740.67899,46370.72164
770,299182827.50738,105372.05549,120,6868,299182827.87629,105372.055702
771,6262527.51142,9100.79584,123,144,6262527.12058,9100.795735
772,28482030.3361,22714.1125,123,654,28482030.79737,22714.112607
773,417985605.46597,168212.94719,124,9596,417985605.88214,168212.946549
774,2269691474.09118,438713.31466,120,52105,2269691480.05633,438713.314292
775,33017083.38824,46262.68442,111,758,33017083.90621,46262.684182
776,56746560.93827,58670.40045,124,1303,56746558.40243,58670.400005
777,4581430032.13023,557315.55757,120,105175,4581430031.60926,557315.55655
778,334984203.05882,184762.55382,120,7690,334984202.31985,184762.553677
779,91357727.84158,41876.83691,124,2097,91357727.83444,41876.836928
780,178112345.45554,169600.05584,20,4089,178112344.99383,169600.056234
781,151368767.24071,125901.32523,180,3475,151368767.49777,125901.324594
782,89966716.9717,55518.6392,119,2065,89966717.21894,55518.639047
783,12254155.41391,27605.35483,139,281,12254155.51193,27605.353736
784,110552313.89236,68618.43335,103,2538,110552313.88341,68618.43306
785,6885250.0776,11603.49941,107,158,6885249.77358,11603.498747
786,8780025.13107,11228.09521,103,202,8780025.19703,11228.095387
787,20337492.32525,18825.41641,103,467,20337492.39452,18825.416349
788,33910171.7601,23525.80856,103,778,33910171.63982,23525.808179
789,2096159.90435,10820.66226,007,48,2096159.90105,10820.662343
790,33358143.91034,44598.02569,016,766,33358143.75828,44598.024736
791,21438100.27771,28187.66756,003,492,21438100.25195,28187.667484
792,8072347.54123,12830.60611,017,185,8072347.56897,12830.606004
793,10810197.62101,21234.69426,016,248,10810197.64047,21234.694509
794,15581547.58905,26047.27289,015,358,15581547.51745,26047.27229
795,8437811.14107,17006.09816,003,194,8437811.16054,17006.098048
796,1008738.78895,5324.33775,009,23,1008738.82749,5324.337738
797,1681947.2655,6884.48041,014,39,1681947.2962,6884.480622
798,1560515.19375,4972.16651,014,36,1560515.11011,4972.166408
799,5738146.44622,11734.93293,017,132,5738146.33976,11734.933143
800,31045235.38094,43159.03256,015,713,31045235.94804,43159.031721
801,45284090.38356,72564.36453,003,1040,45284090.17043,72564.36429
802,8801543.14422,21905.24703,003,202,8801542.92748,21905.246404
803,2249747.64003,13116.44437,016,52,2249747.54903,13116.444777
804,112714013.42812,76611.63666,017,2588,112714012.31825,76611.636433
805,6436527.11608,15393.64933,002,148,6436527.19976,15393.649664
806,27570094.68985,30456.26911,014,633,27570094.71954,30456.269608
807,84526498.43296,95193.62988,003,1940,84526499.09073,95193.629609
808,9617632.9486,31046.29198,016,221,9617633.04795,31046.291265
809,2630983.52286,12890.76347,003,60,2630983.43002,12890.763525
810,7236866.40986,15860.69567,003,166,7236866.41421,15860.695305
811,12150875.0086,22797.49353,012,279,12150875.07149,22797.493445
812,39756778.84892,41784.49178,002,913,39756779.11841,41784.492028
813,23212944.71988,29384.24984,175,533,23212944.57557,29384.250028
814,2071950.04945,5479.74297,176,48,2071950.03054,5479.743052
815,6669039.98087,9844.64225,176,153,6669040.0334,9844.642157
816,4392518.79364,9936.38922,175,101,4392518.62309,9936.388744
817,479487071.81299,216427.67385,120,11007,479487071.51832,216427.673901
818,1543951976.52709,359671.70252,121,35444,1543951978.22124,359671.701458
819,15681783.13316,16765.61414,124,360,15681783.25973,16765.614583
820,5064528392.51965,919999.61116,134,116265,5064528386.25256,919999.610484
821,674271703.50547,109073.33084,124,15479,674271703.49349,109073.330653
822,113913741.45582,77517.0271,004,2615,113913741.32529,77517.028323
823,4176282.83823,11929.99712,015,96,4176283.07705,11929.997422
824,21813897.8648,21460.66134,004,501,21813898.16507,21460.661414
825,7509153.82135,14023.84241,013,172,7509153.77859,14023.842396
826,14335632.17314,21073.64501,013,329,14335632.40363,21073.645205
827,10812031.99072,31525.0641,003,248,10812031.28822,31525.064498
828,69556372.67251,51506.69296,151,1597,69556373.22583,51506.692656
829,77065183.45747,65589.82402,173,1769,77065183.41894,65589.824261
830,44469259.30969,33050.77764,174,1021,44469259.03776,33050.777259
831,133519602.98293,121677.92758,176,3065,133519602.96395,121677.927361
832,13676660.02443,44040.27514,111,314,13676659.70696,44040.275937
833,35248363.74237,40068.58053,009,809,35248363.68497,40068.580633
834,384024.59871,2962.58589,017,9,384024.59036,2962.585881
835,8804882.07847,14028.06928,105,202,8804882.2139,14028.069139
836,81795842.38907,42712.55169,105,1878,81795842.96135,42712.5516
837,371870221.25266,97385.53759,096,8537,371870220.44836,97385.537656
838,251274288.26117,83379.20184,180,5768,251274288.45043,83379.20201
839,278808699.86664,101734.62429,177,6401,278808700.44732,101734.625288
840,22393381.16812,20520.9865,119,514,22393381.1175,20520.986284
841,140969988.09355,60555.45538,120,3236,140969988.18745,60555.455656
842,13246026.37208,28167.86293,116,304,13246026.45696,28167.863552
843,9370570.55095,14859.53862,117,215,9370570.83384,14859.538822
844,31350333.85,37636.60387,112,720,31350334.31715,37636.602679
845,59138271.50355,55686.66636,152,1358,59138272.0484,55686.665869
846,2270618.53126,6241.42477,151,52,2270618.46362,6241.424953
847,5618754.06786,13537.71729,141,129,5618753.99822,13537.717513
848,18341612.35847,26026.89974,118,421,18341612.28221,26026.900119
849,901006236.672,250072.47787,133,20684,901006235.04975,250072.477625
850,61962965.60233,78082.2407,150,1422,61962964.71451,78082.240948
851,54427452.35581,42992.96426,100,1249,54427452.06393,42992.964668
852,209160443.00103,66763.59237,111,4802,209160444.34631,66763.591787
853,884447.83676,3861.71402,178,20,884447.84514,3861.71395
854,6599198.03035,17115.9704,173,151,6599197.90977,17115.970205
855,14103539.24367,19460.32706,179,324,14103539.48911,19460.327132
856,214742195.75654,120727.14772,179,4930,214742195.91723,120727.14848
857,30556878.58852,71665.3383,111,701,30556878.5006,71665.337521
858,156800880.94895,210795.54132,178,3600,156800880.55865,210795.541421
859,2240316148.34034,364998.2151,123,51430,2240316147.731,364998.215172
860,9395708.05251,14310.07195,124,216,9395708.0055,14310.071851
